"category","name","rel_path","dir","size_kb","modified"
"reference_docs","V4_DEPLOYMENT_VERIFICATION.md","docs\_archive\cleanup-2026-01-29\V4_DEPLOYMENT_VERIFICATION.md","docs\_archive\cleanup-2026-01-29","6.9","2025-12-21T00:53:32"
"reference_docs","ANALYSIS_DOCUMENTS_COMPARISON.md","docs\_archive\old-analyses\ANALYSIS_DOCUMENTS_COMPARISON.md","docs\_archive\old-analyses","8.24","2025-12-21T03:06:08"
"reference_docs","ANALYSIS_REPORT.md","docs\_archive\old-analyses\ANALYSIS_REPORT.md","docs\_archive\old-analyses","8.55","2025-12-21T00:53:32"
"reference_docs","BACKEND_REVIEW_ANALYSIS.md","docs\_archive\old-analyses\BACKEND_REVIEW_ANALYSIS.md","docs\_archive\old-analyses","22.27","2025-12-21T02:13:07"
"reference_docs","BEST_PRACTICES_AUDIT.md","docs\_archive\old-analyses\BEST_PRACTICES_AUDIT.md","docs\_archive\old-analyses","14.1","2026-01-31T20:29:41"
"reference_docs","CURRENT_SYSTEM_INVENTORY.md","docs\_archive\old-analyses\CURRENT_SYSTEM_INVENTORY.md","docs\_archive\old-analyses","25.1","2025-12-21T00:53:32"
"reference_docs","INTEGRATION_TESTS_REVIEW.md","docs\_archive\old-analyses\INTEGRATION_TESTS_REVIEW.md","docs\_archive\old-analyses","9.43","2025-12-21T00:53:32"
"reference_docs","PROJECT_ANALYSIS_2025.md","docs\_archive\old-analyses\PROJECT_ANALYSIS_2025.md","docs\_archive\old-analyses","10.62","2025-12-21T00:53:32"
"reference_docs","PROJECT_COMPREHENSIVE_REVIEW.md","docs\_archive\old-analyses\PROJECT_COMPREHENSIVE_REVIEW.md","docs\_archive\old-analyses","23.09","2025-12-21T04:46:31"
"reference_docs","V1_READINESS_ASSESSMENT.md","docs\_archive\old-analyses\V1_READINESS_ASSESSMENT.md","docs\_archive\old-analyses","6.87","2025-12-21T00:53:32"
"reference_docs","V1_REQUIREMENTS_AUDIT.md","docs\_archive\old-analyses\V1_REQUIREMENTS_AUDIT.md","docs\_archive\old-analyses","8.36","2026-01-31T20:29:41"
"reference_docs","V1_REVIEW_ANALYSIS.md","docs\_archive\old-analyses\V1_REVIEW_ANALYSIS.md","docs\_archive\old-analyses","9.74","2026-01-31T20:29:41"
"reference_docs","ARCHITECTURE_ENFORCEMENT_GUIDE.md","docs\_archive\old-misc\ARCHITECTURE_ENFORCEMENT_GUIDE.md","docs\_archive\old-misc","11.81","2025-12-21T04:16:24"
"reference_docs","ARCHITECTURE_MIGRATION_GUIDE.md","docs\_archive\old-misc\ARCHITECTURE_MIGRATION_GUIDE.md","docs\_archive\old-misc","10.97","2025-12-21T04:16:24"
"reference_docs","DB_SCHEMA_EXPORT_GUIDE.md","docs\_archive\old-misc\DB_SCHEMA_EXPORT_GUIDE.md","docs\_archive\old-misc","6.18","2025-12-21T00:53:32"
"reference_docs","MCP_SERVERS_FIX_GUIDE.md","docs\_archive\old-misc\MCP_SERVERS_FIX_GUIDE.md","docs\_archive\old-misc","1.42","2025-12-21T00:53:32"
"reference_docs","MCP_SERVERS_REVIEW.md","docs\_archive\old-misc\MCP_SERVERS_REVIEW.md","docs\_archive\old-misc","6.78","2025-12-21T00:53:32"
"reference_docs","MIGRATION_EXECUTION_GUIDE.md","docs\_archive\old-misc\MIGRATION_EXECUTION_GUIDE.md","docs\_archive\old-misc","4.15","2025-12-21T00:53:32"
"reference_docs","MIGRATION_REQUIRED_FOR_TESTS.md","docs\_archive\old-misc\MIGRATION_REQUIRED_FOR_TESTS.md","docs\_archive\old-misc","1.79","2025-12-21T00:53:32"
"reference_docs","TESTING_DATA_SETUP.md","docs\_archive\old-misc\TESTING_DATA_SETUP.md","docs\_archive\old-misc","6.04","2025-12-21T00:53:32"
"reference_docs","CURSOR_BUILD_PLAN.md","docs\_archive\old-plans\CURSOR_BUILD_PLAN.md","docs\_archive\old-plans","5.02","2025-12-21T00:53:32"
"reference_docs","CURSOR_COMMAND.md","docs\_archive\old-plans\CURSOR_COMMAND.md","docs\_archive\old-plans","5.29","2025-12-21T00:53:32"
"reference_docs","FINAL_STATUS.md","docs\_archive\old-plans\FINAL_STATUS.md","docs\_archive\old-plans","3.44","2026-01-31T20:29:41"
"reference_docs","FIXES_SUMMARY.md","docs\_archive\old-plans\FIXES_SUMMARY.md","docs\_archive\old-plans","2.59","2025-12-21T00:53:32"
"reference_docs","NEXT_STEPS.md","docs\_archive\old-plans\NEXT_STEPS.md","docs\_archive\old-plans","4","2025-12-21T00:53:32"
"reference_docs","NEXT_STEPS_ACTION_PLAN.md","docs\_archive\old-plans\NEXT_STEPS_ACTION_PLAN.md","docs\_archive\old-plans","6.84","2025-12-21T00:53:32"
"reference_docs","PHASE2_COMPLETE.md","docs\_archive\old-plans\PHASE2_COMPLETE.md","docs\_archive\old-plans","3.89","2025-12-21T00:53:32"
"reference_docs","PHASE4_COMPLETE.md","docs\_archive\old-plans\PHASE4_COMPLETE.md","docs\_archive\old-plans","7.02","2025-12-21T00:53:32"
"reference_docs","RUNBOOK_EXECUTION_SUMMARY.md","docs\_archive\old-plans\RUNBOOK_EXECUTION_SUMMARY.md","docs\_archive\old-plans","10.83","2026-01-31T20:29:41"
"reference_docs","SUMMARY.md","docs\_archive\old-plans\SUMMARY.md","docs\_archive\old-plans","3.77","2026-01-31T20:29:41"
"reference_docs","DEPLOYMENT_QUICK_START.md","docs\_archive\old-railway\DEPLOYMENT_QUICK_START.md","docs\_archive\old-railway","7.09","2025-12-21T00:53:32"
"reference_docs","RAILWAY_BEGINNERS_GUIDE.md","docs\_archive\old-railway\RAILWAY_BEGINNERS_GUIDE.md","docs\_archive\old-railway","7.26","2025-12-21T00:53:32"
"reference_docs","RAILWAY_DEPLOYMENT_FIX.md","docs\_archive\old-railway\RAILWAY_DEPLOYMENT_FIX.md","docs\_archive\old-railway","4.51","2025-12-21T00:53:32"
"reference_docs","RAILWAY_ENVIRONMENTS_GUIDE.md","docs\_archive\old-railway\RAILWAY_ENVIRONMENTS_GUIDE.md","docs\_archive\old-railway","4.09","2025-12-21T00:53:32"
"reference_docs","RAILWAY_HEALTHCHECK_FIX.md","docs\_archive\old-railway\RAILWAY_HEALTHCHECK_FIX.md","docs\_archive\old-railway","5.5","2025-12-21T00:53:32"
"reference_docs","RAILWAY_QUICK_START.md","docs\_archive\old-railway\RAILWAY_QUICK_START.md","docs\_archive\old-railway","1.62","2025-12-21T00:53:32"
"reference_docs","RAILWAY_SETUP.md","docs\_archive\old-railway\RAILWAY_SETUP.md","docs\_archive\old-railway","8.3","2025-12-21T00:53:32"
"reference_docs","DATABASE_TEST_SUMMARY.md","docs\_archive\old-tests\DATABASE_TEST_SUMMARY.md","docs\_archive\old-tests","2.71","2025-12-21T00:53:32"
"reference_docs","TESTING_STATUS.md","docs\_archive\old-tests\TESTING_STATUS.md","docs\_archive\old-tests","3.38","2026-01-31T20:29:41"
"reference_docs","V1_TEST_CHECKLIST.md","docs\_archive\old-tests\V1_TEST_CHECKLIST.md","docs\_archive\old-tests","10.12","2025-12-21T00:53:32"
"reference_docs","V1_TESTING_SUMMARY.md","docs\_archive\old-tests\V1_TESTING_SUMMARY.md","docs\_archive\old-tests","6.99","2025-12-21T00:53:32"
"reference_docs","ERROR_RECOVERY_CIRCUIT_BREAKERS.md","docs\active\00-CRITICAL\ERROR_RECOVERY_CIRCUIT_BREAKERS.md","docs\active\00-CRITICAL","19.64","2026-01-31T18:21:54"
"reference_docs","MONITORING_SETUP.md","docs\active\00-CRITICAL\MONITORING_SETUP.md","docs\active\00-CRITICAL","17.35","2026-01-31T18:21:15"
"reference_docs","PRODUCTION_READINESS_ROADMAP.md","docs\active\00-CRITICAL\PRODUCTION_READINESS_ROADMAP.md","docs\active\00-CRITICAL","30.56","2026-01-31T18:22:14"
"reference_docs","SECURITY_AUDIT_SUMMARY.md","docs\active\00-CRITICAL\SECURITY_AUDIT_SUMMARY.md","docs\active\00-CRITICAL","12.35","2026-01-31T18:22:28"
"reference_docs","SECURITY_GUARDRAILS.md","docs\active\00-CRITICAL\SECURITY_GUARDRAILS.md","docs\active\00-CRITICAL","15.09","2026-01-31T18:23:07"
"reference_docs","SECURITY_INCIDENT_RESPONSE.md","docs\active\00-CRITICAL\SECURITY_INCIDENT_RESPONSE.md","docs\active\00-CRITICAL","7.37","2026-01-31T18:23:40"
"reference_docs","BACKUP_RESTORE_PROCEDURE.md","docs\active\01-HIGH\BACKUP_RESTORE_PROCEDURE.md","docs\active\01-HIGH","10.47","2026-01-31T18:24:07"
"reference_docs","BACKUP_SETUP.md","docs\active\01-HIGH\BACKUP_SETUP.md","docs\active\01-HIGH","3.48","2026-01-31T18:24:42"
"reference_docs","CI_CD_SETUP.md","docs\active\01-HIGH\CI_CD_SETUP.md","docs\active\01-HIGH","11.14","2026-01-31T18:24:23"
"reference_docs","DATABASE_RECOVERY.md","docs\active\01-HIGH\DATABASE_RECOVERY.md","docs\active\01-HIGH","9.62","2026-01-31T18:25:00"
"reference_docs","GDPR_COMPLIANCE.md","docs\active\01-HIGH\GDPR_COMPLIANCE.md","docs\active\01-HIGH","10.55","2026-01-31T18:25:00"
"reference_docs","RATE_LIMITING.md","docs\active\01-HIGH\RATE_LIMITING.md","docs\active\01-HIGH","8.87","2026-01-31T18:25:09"
"reference_docs","ADDRESS_REMAINING_GAPS.md","docs\active\02-MEDIUM\ADDRESS_REMAINING_GAPS.md","docs\active\02-MEDIUM","37.72","2026-01-31T18:29:36"
"reference_docs","API_DOCUMENTATION.md","docs\active\02-MEDIUM\API_DOCUMENTATION.md","docs\active\02-MEDIUM","15.6","2026-01-31T18:32:58"
"reference_docs","API_EXACT_ENDPOINTS.md","docs\active\02-MEDIUM\API_EXACT_ENDPOINTS.md","docs\active\02-MEDIUM","9.21","2026-01-31T18:33:10"
"reference_docs","API_SPEC_COMPARISON.md","docs\active\02-MEDIUM\API_SPEC_COMPARISON.md","docs\active\02-MEDIUM","9.91","2026-01-31T18:34:47"
"reference_docs","ARCHITECTURE.md","docs\active\02-MEDIUM\ARCHITECTURE.md","docs\active\02-MEDIUM","20.49","2026-01-31T18:29:27"
"reference_docs","COMPREHENSIVE_GAP_ANALYSIS.md","docs\active\02-MEDIUM\COMPREHENSIVE_GAP_ANALYSIS.md","docs\active\02-MEDIUM","80.34","2026-01-31T18:38:23"
"reference_docs","CRON_JOBS_AND_NOTIFICATIONS.md","docs\active\02-MEDIUM\CRON_JOBS_AND_NOTIFICATIONS.md","docs\active\02-MEDIUM","22.55","2026-01-31T18:40:29"
"reference_docs","GAP_COMPLETION_ROADMAP.md","docs\active\02-MEDIUM\GAP_COMPLETION_ROADMAP.md","docs\active\02-MEDIUM","20.47","2026-01-31T18:37:51"
"reference_docs","N8N_EVENT_ROUTER.md","docs\active\02-MEDIUM\N8N_EVENT_ROUTER.md","docs\active\02-MEDIUM","7.49","2026-01-31T18:35:06"
"reference_docs","NOTIFICATION_DEDUPE_STRATEGY.md","docs\active\02-MEDIUM\NOTIFICATION_DEDUPE_STRATEGY.md","docs\active\02-MEDIUM","10.21","2026-01-31T18:35:33"
"reference_docs","NOTIFICATION_MATURITY_UPGRADES.md","docs\active\02-MEDIUM\NOTIFICATION_MATURITY_UPGRADES.md","docs\active\02-MEDIUM","9.88","2026-01-31T18:35:54"
"reference_docs","NOTIFICATION_SENDER_ANALYSIS.md","docs\active\02-MEDIUM\NOTIFICATION_SENDER_ANALYSIS.md","docs\active\02-MEDIUM","12.86","2026-01-31T18:36:18"
"reference_docs","NOTIFICATION_TEMPLATES_OUTLINE.md","docs\active\02-MEDIUM\NOTIFICATION_TEMPLATES_OUTLINE.md","docs\active\02-MEDIUM","9.55","2026-01-31T18:36:35"
"reference_docs","PERFORMANCE_TESTING.md","docs\active\02-MEDIUM\PERFORMANCE_TESTING.md","docs\active\02-MEDIUM","9.24","2026-01-31T18:15:17"
"reference_docs","REMAINING_ISSUES_STEPS.md","docs\active\02-MEDIUM\REMAINING_ISSUES_STEPS.md","docs\active\02-MEDIUM","20.88","2026-01-31T18:30:41"
"reference_docs","WORKER_HARDENING.md","docs\active\02-MEDIUM\WORKER_HARDENING.md","docs\active\02-MEDIUM","7.64","2026-01-31T18:15:17"
"reference_docs","CLEANUP_SUMMARY.md","docs\active\03-LOW\CLEANUP_SUMMARY.md","docs\active\03-LOW","8.82","2026-01-31T18:39:12"
"reference_docs","CONTRIBUTING.md","docs\active\03-LOW\CONTRIBUTING.md","docs\active\03-LOW","8.78","2026-01-31T18:39:27"
"reference_docs","README.md","docs\active\03-LOW\README.md","docs\active\03-LOW","3.37","2026-01-31T18:30:21"
"reference_docs","SERVER_STARTUP_ANALYSIS.md","docs\active\03-LOW\SERVER_STARTUP_ANALYSIS.md","docs\active\03-LOW","11.12","2026-01-31T18:30:32"
"reference_docs","API_DOCUMENTATION.md","docs\active\API_DOCUMENTATION.md","docs\active","5.76","2026-01-31T20:29:41"
"reference_docs","ARCHITECTURE.md","docs\active\ARCHITECTURE.md","docs\active","8.29","2026-01-31T20:29:41"
"reference_docs","AUTH_MIGRATION_STATUS.md","docs\active\AUTH_MIGRATION_STATUS.md","docs\active","3.27","2026-01-31T20:29:41"
"reference_docs","BACKEND_TIMEOUT_ISSUE.md","docs\active\BACKEND_TIMEOUT_ISSUE.md","docs\active","2.07","2026-01-31T20:29:41"
"reference_docs","BACKUP_RESTORE_PROCEDURE.md","docs\active\BACKUP_RESTORE_PROCEDURE.md","docs\active","5.11","2026-01-31T20:29:41"
"reference_docs","BACKUP_SETUP.md","docs\active\BACKUP_SETUP.md","docs\active","0.36","2026-01-31T20:29:41"
"reference_docs","CI_CD_SETUP.md","docs\active\CI_CD_SETUP.md","docs\active","5.73","2026-01-31T20:29:41"
"reference_docs","COMPREHENSIVE_GAP_ANALYSIS.md","docs\active\COMPREHENSIVE_GAP_ANALYSIS.md","docs\active","12.55","2026-01-31T20:29:41"
"reference_docs","CONTRIBUTING.md","docs\active\CONTRIBUTING.md","docs\active","4.72","2026-01-31T20:29:41"
"reference_docs","DATABASE_RECOVERY.md","docs\active\DATABASE_RECOVERY.md","docs\active","4.81","2026-01-31T20:29:41"
"reference_docs","DECISIONS.md","docs\active\DECISIONS.md","docs\active","25.2","2026-01-31T20:30:23"
"reference_docs","DEPLOYMENT.md","docs\active\DEPLOYMENT.md","docs\active","2.03","2026-01-31T20:02:15"
"reference_docs","DOCUMENTATION_INDEX.md","docs\active\DOCUMENTATION_INDEX.md","docs\active","10.93","2026-01-31T18:25:26"
"reference_docs","GAP_COMPLETION_ROADMAP.md","docs\active\GAP_COMPLETION_ROADMAP.md","docs\active","17.33","2026-01-31T20:29:41"
"reference_docs","MONITORING_SETUP.md","docs\active\MONITORING_SETUP.md","docs\active","7.47","2026-01-31T20:29:41"
"reference_docs","PERFORMANCE_TESTING.md","docs\active\PERFORMANCE_TESTING.md","docs\active","6.24","2026-01-31T20:29:41"
"reference_docs","PRODUCTION_READINESS_ROADMAP.md","docs\active\PRODUCTION_READINESS_ROADMAP.md","docs\active","26.87","2026-01-31T20:29:41"
"reference_docs","PRODUCTION_READINESS_SUMMARY.md","docs\active\PRODUCTION_READINESS_SUMMARY.md","docs\active","8.59","2026-01-31T20:29:41"
"reference_docs","RATE_LIMITING.md","docs\active\RATE_LIMITING.md","docs\active","5.65","2026-01-31T20:29:41"
"reference_docs","README.md","docs\active\README.md","docs\active","1.24","2026-01-31T20:24:15"
"reference_docs","ROUTE_PROTECTION_TABLE.md","docs\active\ROUTE_PROTECTION_TABLE.md","docs\active","7","2026-01-31T20:29:41"
"reference_docs","RUNBOOK.md","docs\active\RUNBOOK.md","docs\active","1.97","2026-01-31T20:02:29"
"reference_docs","SECTION_7_NEEDS_ASSESSMENT.md","docs\active\SECTION_7_NEEDS_ASSESSMENT.md","docs\active","3.53","2026-01-31T20:29:41"
"reference_docs","SECURITY_GUARDRAILS.md","docs\active\SECURITY_GUARDRAILS.md","docs\active","6.6","2026-01-31T20:29:41"
"reference_docs","SECURITY_INCIDENT_RESPONSE.md","docs\active\SECURITY_INCIDENT_RESPONSE.md","docs\active","2.77","2026-01-31T20:29:41"
"reference_docs","SERVER_STARTUP_ANALYSIS.md","docs\active\SERVER_STARTUP_ANALYSIS.md","docs\active","7.64","2026-01-31T20:29:41"
"reference_docs","SERVER_STARTUP_ISSUES_ANALYSIS.md","docs\active\SERVER_STARTUP_ISSUES_ANALYSIS.md","docs\active","4.55","2026-01-31T20:29:41"
"reference_docs","SERVER_STARTUP_STATUS.md","docs\active\SERVER_STARTUP_STATUS.md","docs\active","4.04","2026-01-31T20:29:41"
"reference_docs","SETUP.md","docs\active\SETUP.md","docs\active","2.05","2026-01-31T20:02:13"
"reference_docs","TROUBLESHOOTING.md","docs\active\TROUBLESHOOTING.md","docs\active","5.15","2026-01-31T20:29:41"
"reference_docs","ADMIN_QUICK_START.md","docs\admin\ADMIN_QUICK_START.md","docs\admin","7.57","2026-01-09T12:05:46"
"reference_docs","ADMIN_SETTINGS_SUITE_COMPLETE.md","docs\admin\ADMIN_SETTINGS_SUITE_COMPLETE.md","docs\admin","12.82","2026-01-09T12:28:15"
"reference_docs","ADMIN_SYSTEM_COMPLETE.md","docs\admin\ADMIN_SYSTEM_COMPLETE.md","docs\admin","13.17","2026-01-31T20:29:41"
"reference_docs","ONBOARDING_CHECKLIST_FOR_STAFF.md","docs\admin\ONBOARDING_CHECKLIST_FOR_STAFF.md","docs\admin","13.88","2026-01-09T15:55:12"
"reference_docs","ADMIN_PORTAL_SETUP.md","docs\ADMIN_PORTAL_SETUP.md","docs","9.88","2026-01-31T20:29:41"
"reference_docs","ADVANCED_AUTH_GUIDE.md","docs\ADVANCED_AUTH_GUIDE.md","docs","15.4","2025-12-27T15:55:53"
"reference_docs","AI_ASSISTANT_INTEGRATION_GUIDE.md","docs\AI_ASSISTANT_INTEGRATION_GUIDE.md","docs","16.71","2026-01-09T11:07:40"
"reference_docs","AI_ASSISTANT_COMPLETE_GUIDE.md","docs\ai-assistant\AI_ASSISTANT_COMPLETE_GUIDE.md","docs\ai-assistant","46.72","2026-01-11T13:37:07"
"reference_docs","AI_ASSISTANT_COMPLETE_MIGRATION_SUMMARY.md","docs\ai-assistant\AI_ASSISTANT_COMPLETE_MIGRATION_SUMMARY.md","docs\ai-assistant","10.57","2026-01-09T16:57:05"
"reference_docs","AI_ASSISTANT_VERIFICATION_REPORT.md","docs\ai-assistant\AI_ASSISTANT_VERIFICATION_REPORT.md","docs\ai-assistant","12.47","2026-01-09T11:23:01"
"reference_docs","AI_MIGRATION_CHECKLIST.md","docs\ai-assistant\AI_MIGRATION_CHECKLIST.md","docs\ai-assistant","11.54","2026-01-24T06:05:54"
"reference_docs","CLEANER_AI_SETTINGS_COMPLETE.md","docs\ai-assistant\CLEANER_AI_SETTINGS_COMPLETE.md","docs\ai-assistant","26.02","2026-01-09T12:40:57"
"reference_docs","CLEANER_AI_SUITE_SUMMARY.md","docs\ai-assistant\CLEANER_AI_SUITE_SUMMARY.md","docs\ai-assistant","12.3","2026-01-09T12:40:57"
"reference_docs","test-cleaner-ai-api.md","docs\ai-assistant\test-cleaner-ai-api.md","docs\ai-assistant","12.23","2026-01-09T12:40:57"
"reference_docs","ALL_VERSIONS_STATUS.md","docs\ALL_VERSIONS_STATUS.md","docs","10.59","2026-01-31T20:29:41"
"reference_docs","DOCUMENTATION_ORGANIZATION_PLAN.md","docs\architecture\DOCUMENTATION_ORGANIZATION_PLAN.md","docs\architecture","9.5","2025-12-27T00:18:18"
"reference_docs","ENV_EXAMPLE.md","docs\architecture\ENV_EXAMPLE.md","docs\architecture","3.21","2025-12-21T00:53:32"
"reference_docs","ADMIN_ACCOUNT_SETUP.md","docs\archive\ADMIN_ACCOUNT_SETUP.md","docs\archive","5.53","2026-01-11T14:34:16"
"reference_docs","AGENT_RUNBOOK_COMPLETION_REPORT.md","docs\archive\AGENT_RUNBOOK_COMPLETION_REPORT.md","docs\archive","8.37","2025-12-21T07:16:18"
"reference_docs","AUTOMATED_SETUP_SCRIPT.md","docs\archive\AUTOMATED_SETUP_SCRIPT.md","docs\archive","9.64","2026-01-31T20:29:41"
"reference_docs","BACKEND_ANALYSIS_REPORT.md","docs\archive\BACKEND_ANALYSIS_REPORT.md","docs\archive","5.7","2026-01-22T19:31:32"
"reference_docs","CLEANER_ONBOARDING_ENHANCED_OUTLINE.md","docs\archive\CLEANER_ONBOARDING_ENHANCED_OUTLINE.md","docs\archive","19.27","2026-01-23T10:20:34"
"reference_docs","DEVELOPER_ONBOARDING.md","docs\archive\DEVELOPER_ONBOARDING.md","docs\archive","6.48","2026-01-23T17:19:58"
"reference_docs","DOCUMENTATION_INDEX.md","docs\archive\DOCUMENTATION_INDEX.md","docs\archive","7.05","2026-01-11T12:31:59"
"reference_docs","GAPS_IMPLEMENTATION_FINAL_STATUS.md","docs\archive\GAPS_IMPLEMENTATION_FINAL_STATUS.md","docs\archive","5.75","2026-01-31T20:29:41"
"reference_docs","GAPS_IMPLEMENTATION_SUMMARY.md","docs\archive\GAPS_IMPLEMENTATION_SUMMARY.md","docs\archive","6.25","2026-01-31T20:29:41"
"reference_docs","LIVE_STATUS_AND_GATES_ACCURATE.md","docs\archive\LIVE_STATUS_AND_GATES_ACCURATE.md","docs\archive","12.82","2026-01-31T20:29:41"
"reference_docs","MASTER_PLAN_LOCKED.md","docs\archive\MASTER_PLAN_LOCKED.md","docs\archive","2.01","2026-01-23T21:22:18"
"reference_docs","MESSAGE_SAVING_SUMMARY.md","docs\archive\MESSAGE_SAVING_SUMMARY.md","docs\archive","7.16","2026-01-09T18:30:56"
"reference_docs","MOBILE_FRIENDLY_CONFIG.md","docs\archive\MOBILE_FRIENDLY_CONFIG.md","docs\archive","10.35","2026-01-31T20:29:41"
"reference_docs","MOVE_1_FAILURES.md","docs\archive\MOVE_1_FAILURES.md","docs\archive","6.39","2026-01-31T20:29:41"
"reference_docs","ONBOARDING_ENHANCEMENTS_COMPLETE.md","docs\archive\ONBOARDING_ENHANCEMENTS_COMPLETE.md","docs\archive","8.16","2026-01-23T10:17:20"
"reference_docs","ONBOARDING_ENHANCEMENTS_VERIFICATION.md","docs\archive\ONBOARDING_ENHANCEMENTS_VERIFICATION.md","docs\archive","7.25","2026-01-23T10:24:37"
"reference_docs","ORGANIZATION_COMPLETE.md","docs\archive\ORGANIZATION_COMPLETE.md","docs\archive","10","2026-01-11T12:31:59"
"reference_docs","PURETASK_CURRENT_STAGE.md","docs\archive\PURETASK_CURRENT_STAGE.md","docs\archive","6.52","2026-01-22T22:47:27"
"reference_docs","RAILWAY_BUILD_FIX.md","docs\archive\RAILWAY_BUILD_FIX.md","docs\archive","1.74","2026-01-31T20:29:41"
"reference_docs","RAILWAY_DEPLOYMENT_FIX.md","docs\archive\RAILWAY_DEPLOYMENT_FIX.md","docs\archive","2.2","2026-01-24T02:48:38"
"reference_docs","RAILWAY_ENV_VARS_VERIFICATION.md","docs\archive\RAILWAY_ENV_VARS_VERIFICATION.md","docs\archive","6.18","2026-01-22T19:50:42"
"reference_docs","RAILWAY_QUICK_FIX.md","docs\archive\RAILWAY_QUICK_FIX.md","docs\archive","2.29","2026-01-24T02:53:13"
"reference_docs","RAILWAY_SETUP_GUIDE.md","docs\archive\RAILWAY_SETUP_GUIDE.md","docs\archive","4.17","2026-01-24T02:51:05"
"reference_docs","README_TESTING.md","docs\archive\README_TESTING.md","docs\archive","0.83","2026-01-23T17:19:58"
"reference_docs","REMAINING_TODOS_GUIDE.md","docs\archive\REMAINING_TODOS_GUIDE.md","docs\archive","9.44","2026-01-10T22:03:22"
"reference_docs","SERVER_STARTED.md","docs\archive\SERVER_STARTED.md","docs\archive","1.76","2026-01-31T20:29:41"
"reference_docs","SERVER_STARTUP_GUIDE.md","docs\archive\SERVER_STARTUP_GUIDE.md","docs\archive","2.66","2026-01-31T20:29:41"
"reference_docs","SERVER_STATUS.md","docs\archive\SERVER_STATUS.md","docs\archive","1.94","2026-01-31T20:29:41"
"reference_docs","SOFT_LAUNCH_30_DAY_PLAN.md","docs\archive\SOFT_LAUNCH_30_DAY_PLAN.md","docs\archive","20.85","2026-01-23T20:37:11"
"reference_docs","START_HERE_GUIDES_INDEX.md","docs\archive\START_HERE_GUIDES_INDEX.md","docs\archive","11.66","2026-01-11T12:37:32"
"reference_docs","TESTING_CAMPAIGNS.md","docs\archive\TESTING_CAMPAIGNS.md","docs\archive","8.88","2026-01-31T20:29:41"
"reference_docs","TESTING_EXPLANATIONS.md","docs\archive\TESTING_EXPLANATIONS.md","docs\archive","17.63","2026-01-31T20:29:41"
"reference_docs","TESTING_STRATEGY_GAPS_ANALYSIS.md","docs\archive\TESTING_STRATEGY_GAPS_ANALYSIS.md","docs\archive","19.61","2026-01-31T20:29:41"
"reference_docs","ADDITIONAL_TABLES_NEEDED.md","docs\database\ADDITIONAL_TABLES_NEEDED.md","docs\database","2.7","2026-01-09T19:00:43"
"reference_docs","MIGRATION_WALKTHROUGH.md","docs\database\MIGRATION_WALKTHROUGH.md","docs\database","7.68","2026-01-09T19:30:17"
"reference_docs","MIGRATIONS.md","docs\database\MIGRATIONS.md","docs\database","0.83","2025-12-21T00:53:32"
"reference_docs","N8N_IMPORT_INSTRUCTIONS.md","docs\database\N8N_IMPORT_INSTRUCTIONS.md","docs\database","3.93","2025-12-21T08:00:05"
"reference_docs","NEON_DATABASE_SETUP.md","docs\database\NEON_DATABASE_SETUP.md","docs\database","6.17","2026-01-09T18:53:29"
"reference_docs","STEP_1_APPLY_INDEXES_GUIDE.md","docs\database\STEP_1_APPLY_INDEXES_GUIDE.md","docs\database","7","2026-01-11T11:45:08"
"reference_docs","BACKUP_COMPLETE_GITHUB.md","docs\deployment\BACKUP_COMPLETE_GITHUB.md","docs\deployment","6.16","2026-01-11T11:45:08"
"reference_docs","DEPLOY_TO_RAILWAY.md","docs\deployment\DEPLOY_TO_RAILWAY.md","docs\deployment","11.65","2025-12-26T11:52:40"
"reference_docs","DEPLOYMENT_PREPARATION_GUIDE.md","docs\deployment\DEPLOYMENT_PREPARATION_GUIDE.md","docs\deployment","9.28","2026-01-10T22:06:09"
"reference_docs","LAUNCH_READINESS_CHECKLIST.md","docs\deployment\LAUNCH_READINESS_CHECKLIST.md","docs\deployment","0.52","2025-12-21T00:53:32"
"reference_docs","PATH_TO_LAUNCH.md","docs\deployment\PATH_TO_LAUNCH.md","docs\deployment","0.52","2025-12-21T00:53:32"
"reference_docs","PUSH_FRONTEND_TO_GITHUB_GUIDE.md","docs\deployment\PUSH_FRONTEND_TO_GITHUB_GUIDE.md","docs\deployment","6.39","2026-01-31T20:29:41"
"reference_docs","RAILWAY_DEPLOYMENT_ANALYSIS.md","docs\deployment\RAILWAY_DEPLOYMENT_ANALYSIS.md","docs\deployment","8.33","2025-12-26T09:58:00"
"reference_docs","RAILWAY_DEPLOYMENT_FIX.md","docs\deployment\RAILWAY_DEPLOYMENT_FIX.md","docs\deployment","5.86","2025-12-27T16:16:01"
"reference_docs","RAILWAY_SETUP_CHECKLIST.md","docs\deployment\RAILWAY_SETUP_CHECKLIST.md","docs\deployment","7.49","2025-12-26T10:49:08"
"reference_docs","DETAILED_IMPLEMENTATION_STEPS.md","docs\DETAILED_IMPLEMENTATION_STEPS.md","docs","0.99","2026-01-31T20:29:41"
"reference_docs","API.md","docs\guides\API.md","docs\guides","8.12","2026-01-31T20:29:41"
"reference_docs","BEGINNER_GUIDE_DAY_1.md","docs\guides\BEGINNER_GUIDE_DAY_1.md","docs\guides","28.97","2026-01-10T01:32:57"
